AMT_INCOME_TOTAL,DAYS_EMPLOYED,NAME_INCOME_TYPE,CNT_CHILDREN,FLAG_OWN_CAR,FLAG_OWN_REALTY,TARGET
338788,-365,Working,2,Y,Y,1
725587,-8760,Commercial associate,1,N,N,0
567725,-13870,State servant,0,N,N,0
72618,0,Student,0,N,Y,1
358750,-13870,Working,3,N,Y,0
392867,-11680,Working,0,N,N,1
136523,-10950,Working,3,N,Y,1
414920,-3285,Working,1,N,Y,1
367596,-5110,Commercial associate,0,N,N,0
121455,365243,Pensioner,0,Y,N,1
298675,-2555,Working,0,N,Y,1
642762,-13140,Commercial associate,1,N,Y,0
220918,0,Working,2,N,N,1
475438,-13505,Working,0,N,N,1
229692,-3650,Working,0,N,Y,1
175503,-2920,Working,0,N,N,1
235047,-4745,Working,1,N,N,1
128830,-9125,Working,1,N,Y,1
491030,-11680,Working,0,N,Y,1
102056,-14235,Working,1,N,N,1
249722,365243,Pensioner,0,Y,Y,1
86951,0,Student,0,Y,N,1
978504,-6935,Commercial associate,1,N,Y,0
307940,-2920,Working,0,Y,Y,0
390090,-13140,Working,0,N,N,1
535352,-365,State servant,0,Y,Y,0
498231,-6205,Working,0,N,Y,0
380567,-11680,Working,2,N,N,1
297385,-12045,Working,0,N,N,1
187507,-1825,Working,2,N,Y,1
281921,-13505,Working,0,N,N,1
110349,-2555,Working,1,Y,N,1
159790,-1825,Working,1,N,N,1
196350,-7665,State servant,1,N,N,1
295982,-6935,Working,0,Y,N,1
128807,-11680,Working,1,Y,N,1
340346,-9855,Working,0,Y,Y,0
159612,-5840,Working,1,Y,Y,1
212748,365243,Pensioner,2,N,N,1
353441,-5840,State servant,1,N,Y,0
725270,-12045,Commercial associate,3,N,Y,0
544994,-1460,Commercial associate,1,N,Y,0
190880,-5840,State servant,1,N,Y,1
399904,-5110,Working,0,Y,Y,0
579283,-5840,State servant,1,N,N,1
498243,-13140,Working,0,N,N,0
36992,0,Student,0,N,N,1
220501,-13505,Commercial associate,0,Y,Y,0
267750,365243,Pensioner,0,Y,N,1
214944,-5110,Working,1,N,Y,1
111628,-1825,Working,1,N,Y,1
554138,-9490,State servant,1,N,Y,0
448109,-13140,Working,1,Y,Y,0
158650,-13505,Working,1,N,Y,1
469956,-730,Working,0,N,N,1
300073,-11315,Working,1,Y,N,1
29369,0,Student,0,N,Y,1
250146,365243,Pensioner,0,N,Y,1
453970,-3285,Working,0,N,N,1
313104,0,Working,0,N,Y,1
145038,-2190,Working,2,N,Y,1
77050,365243,Pensioner,0,Y,Y,1
83481,0,Student,1,N,Y,1
908854,-9490,Commercial associate,1,N,Y,0
68906,0,Student,1,N,N,1
169123,-2555,Working,2,N,Y,1
166686,-3285,Working,0,N,Y,1
500489,-9855,Commercial associate,3,N,Y,0
148818,365243,Pensioner,0,N,Y,1
151319,-2920,Working,2,N,Y,1
356359,-7665,Commercial associate,0,N,Y,0
342493,-9125,Working,0,N,N,1
231468,365243,Pensioner,0,N,Y,1
162167,-6935,Working,0,N,Y,1
175662,365243,Pensioner,0,N,N,1
905479,-13505,Commercial associate,0,N,Y,0
143755,-12045,Working,0,N,Y,1
377983,-7300,Working,0,N,Y,0
48425,0,Student,0,N,Y,1
465860,-6205,Working,1,Y,Y,1
48750,0,Student,0,N,Y,1
9605,0,Student,1,Y,Y,1
462710,-14235,Working,2,Y,Y,1
202478,-12410,Working,2,N,Y,1
205904,365243,Pensioner,0,Y,N,1
419846,-5475,Working,0,N,Y,0
108469,-730,Working,3,Y,Y,1
471266,-1095,Working,0,Y,Y,0
164479,365243,Pensioner,0,N,Y,1
246102,-6935,State servant,1,Y,Y,0
327894,-3285,Working,0,N,Y,1
325075,-6205,Working,1,N,Y,0
51431,0,Student,2,Y,N,1
19629,0,Student,2,N,Y,1
464523,-13870,Working,0,N,Y,0
377143,-9125,Working,0,N,Y,0
923920,-8395,Commercial associate,2,Y,Y,0
296121,365243,Pensioner,2,N,Y,1
133197,365243,Pensioner,0,N,Y,1
90933,0,Student,0,Y,Y,1
242866,365243,Pensioner,0,Y,Y,1
353297,-365,Working,2,N,Y,1
246526,-13505,Commercial associate,2,N,Y,1
235673,-730,Working,0,N,N,1
475395,-3285,Working,3,Y,N,1
415886,-2920,Commercial associate,1,N,Y,0
533963,-8030,Commercial associate,2,N,Y,0
391040,-1095,Working,2,Y,N,1
475360,-1825,Working,0,Y,Y,0
699961,-8030,Commercial associate,1,N,N,0
372094,-13505,Working,0,Y,Y,0
454318,-1095,Working,1,Y,N,1
412564,-9125,Working,2,Y,Y,0
864266,-4380,Commercial associate,0,N,Y,0
392002,-6570,Working,1,N,Y,0
232848,-14235,Working,0,N,N,1
344955,-13505,Working,3,N,Y,1
130844,-1825,Working,0,N,N,1
401776,-13505,Working,0,N,Y,0
218077,-4745,Commercial associate,2,N,Y,1
610761,-1825,Commercial associate,0,Y,Y,0
164064,365243,Pensioner,0,N,N,1
249911,-6570,Working,0,N,Y,1
121637,-12045,Working,0,N,Y,1
266560,365243,Pensioner,1,N,N,1
583021,-5840,Commercial associate,0,N,Y,0
411888,-9490,Working,1,N,N,1
291269,-4015,Working,2,Y,N,1
370445,-6570,Working,0,Y,Y,0
70994,0,Student,1,N,Y,1
480360,-8395,Working,0,N,N,1
648381,-10220,Commercial associate,0,N,Y,0
199405,-4745,Working,1,Y,Y,1
289681,-14235,Working,2,N,Y,1
217616,-5475,Working,0,N,N,1
875516,-1095,Commercial associate,1,N,N,1
157467,-7300,Working,0,N,Y,1
174888,-6205,Working,1,N,Y,1
270089,365243,Pensioner,0,N,Y,1
486503,-5110,Working,1,N,Y,1
490265,-4380,Working,2,N,Y,1
198120,-13505,Working,0,N,N,1
234162,-12045,Working,0,N,Y,1
231642,-5840,Working,0,N,Y,1
362810,-11315,State servant,0,N,Y,0
268515,-4380,Working,1,N,Y,1
395644,-12775,Working,1,N,N,1
927952,-8030,Commercial associate,3,N,N,1
316937,-3285,Working,0,N,Y,0
199929,365243,Pensioner,1,N,Y,1
424768,-4015,Working,0,Y,Y,0
315945,-4015,Working,3,N,Y,0
405131,-12045,Working,1,N,Y,1
50457,0,Student,0,Y,N,1
434922,-1460,State servant,2,N,N,1
350506,-1095,State servant,1,N,N,1
172030,-3285,State servant,0,N,Y,0
174861,-11680,Working,0,N,Y,1
176497,-1460,Working,2,N,Y,1
447117,-5110,Commercial associate,2,Y,N,0
250348,-5110,Working,0,N,Y,1
21383,0,Student,0,N,N,1
148017,-12045,Working,0,Y,Y,1
254014,-8760,Working,0,N,Y,1
59297,365243,Pensioner,0,N,Y,1
413058,0,Commercial associate,3,N,N,1
169702,-13140,Working,1,N,N,1
388389,-6205,Working,2,N,N,1
863399,-1095,Commercial associate,1,N,N,0
205413,-13870,State servant,1,N,N,1
396854,-10585,Working,1,Y,N,1
349407,-1095,Working,0,Y,Y,1
450278,-12775,Commercial associate,0,N,Y,0
489772,-8760,Working,0,N,Y,1
347888,-6205,Working,0,N,Y,0
273873,-5475,Working,0,N,Y,1
413215,-8030,State servant,2,N,Y,0
241041,-11680,Commercial associate,0,N,Y,0
487563,-9855,State servant,1,Y,Y,0
172043,-3650,Working,2,N,Y,1
209467,365243,Pensioner,0,N,Y,1
878731,-14235,Commercial associate,0,N,N,0
91581,365243,Pensioner,1,N,Y,1
203256,365243,Pensioner,0,N,N,1
198310,365243,Pensioner,0,N,Y,1
316585,-10220,Working,0,Y,Y,0
123694,-10950,Working,1,Y,Y,0
907628,-7300,Commercial associate,3,N,N,1
464859,-13870,Working,0,Y,N,0
163286,365243,Pensioner,1,N,Y,1
12552,0,Student,0,N,N,1
292110,365243,Pensioner,0,N,N,1
454373,-5110,Working,1,N,N,1
482945,-4745,Working,3,Y,N,0
539528,-8395,Commercial associate,3,N,Y,0
320638,-2190,Working,0,N,N,1
967915,-12045,Commercial associate,0,Y,N,0
452646,-2920,Working,0,Y,N,1
289932,-4745,Working,0,N,N,1
121633,365243,Pensioner,1,Y,Y,1
275257,-5110,Working,0,Y,N,1
570334,-1825,Commercial associate,2,N,Y,0
267796,365243,Pensioner,1,N,Y,1
587926,-7665,Commercial associate,3,N,Y,0
93677,365243,Pensioner,0,Y,Y,1
208554,365243,Pensioner,0,Y,N,1
458499,-7300,Working,3,N,N,0
424376,-8395,Commercial associate,2,N,Y,0
365340,-1095,State servant,0,N,Y,0
354268,-10950,Working,1,N,Y,1
174155,-4380,Working,1,Y,Y,1
506405,0,Commercial associate,0,Y,N,0
258271,365243,Pensioner,2,N,N,1
16119,0,Student,2,N,Y,1
499884,-1095,Working,2,Y,Y,1
65376,365243,Pensioner,1,N,N,1
215095,-6205,Working,0,Y,Y,0
352138,0,State servant,1,Y,N,0
300726,-5110,Commercial associate,2,N,Y,0
29473,0,Student,2,Y,Y,1
179433,-10950,State servant,0,Y,Y,0
304463,-730,Working,0,N,N,1
133459,365243,Pensioner,0,N,N,1
348155,-7300,Working,1,Y,Y,0
356411,-12775,Working,0,Y,N,0
408320,-8030,Commercial associate,3,N,Y,0
181122,-5110,Working,0,Y,Y,1
996116,-2190,Commercial associate,1,Y,Y,0
419328,-6935,Working,0,N,Y,0
133652,365243,Pensioner,0,N,N,1
676665,-4015,Commercial associate,0,N,Y,0
768357,0,Commercial associate,2,Y,Y,1
115915,-1825,Working,1,Y,Y,1
153520,-13505,Working,0,Y,Y,0
56490,365243,Pensioner,2,N,N,1
418393,-6205,Working,0,Y,N,1
178380,-9125,State servant,0,N,Y,1
345824,-9490,Working,0,N,N,1
662757,-1095,Commercial associate,0,N,N,1
213057,-5110,Working,0,N,Y,1
553051,-9855,State servant,1,Y,N,0
474440,-13870,Working,2,N,N,1
359153,-4380,Working,0,Y,Y,0
962129,-4745,Commercial associate,0,N,Y,0
116794,365243,Pensioner,1,N,N,1
362781,-6570,Working,0,N,Y,0
191411,-8760,Working,3,N,Y,1
71474,0,Student,1,N,Y,1
207966,-1095,Working,1,N,Y,1
316426,-4745,Working,0,Y,N,0
90478,365243,Pensioner,1,N,N,1
208924,-4380,Working,0,N,Y,1
193375,-1095,Working,2,N,Y,1
89673,365243,Pensioner,1,N,N,1
106220,-4015,Working,3,N,N,1
973416,-2920,Commercial associate,1,N,N,0
183557,-1460,Working,0,N,Y,1
290742,-10585,Working,0,Y,Y,0
356697,0,Working,1,Y,Y,1
178944,-8760,Working,0,N,N,1
466478,-1095,Working,0,Y,N,0
765156,-11680,Commercial associate,1,Y,N,0
128688,-2190,Working,1,N,Y,1
616428,-8395,Commercial associate,0,N,Y,0
206446,-7300,Working,0,N,Y,1
320370,-6205,Working,1,Y,N,1
96857,0,Student,1,Y,Y,1
245919,-8395,Working,1,N,Y,1
493307,-4380,State servant,3,N,N,0
184225,-1095,Working,0,N,N,1
563906,-3285,Commercial associate,2,Y,N,0
401335,-13505,Working,0,N,Y,0
273889,-11680,Working,1,N,N,1
209987,-14235,Working,0,N,Y,1
253552,-4745,Working,0,N,N,1
123119,-13505,Working,1,N,Y,1
457636,-9490,Commercial associate,1,N,Y,0
177160,-10950,Working,0,Y,Y,0
545198,-2920,State servant,2,N,N,1
398179,-7300,State servant,1,Y,Y,0
186504,365243,Pensioner,0,Y,Y,1
307397,-2920,Working,2,N,Y,0
239702,365243,Pensioner,0,N,Y,1
570515,-12410,State servant,0,N,N,0
114425,-9125,Working,0,N,Y,1
252748,-8395,Working,0,N,N,1
172843,-1095,Working,0,N,N,1
113162,-9855,Working,0,N,Y,1
454306,-6570,Working,1,N,Y,0
38384,0,Student,1,N,Y,1
168008,-7665,Working,0,Y,N,1
174990,-2920,Working,3,N,Y,1
117238,365243,Pensioner,0,N,N,1
343222,-1095,State servant,0,N,Y,0
307074,-8760,Working,1,N,Y,1
496539,-3285,Working,0,Y,Y,0
225225,365243,Pensioner,1,Y,Y,1
470866,-5840,Working,0,N,Y,0
154448,365243,Pensioner,1,N,Y,1
151320,-5840,State servant,2,N,N,1
379809,-8395,Commercial associate,1,N,N,1
478466,-8030,Working,0,Y,Y,0
260585,0,Working,0,N,N,1
182488,-7665,Working,0,N,Y,1
283239,-3285,Working,2,N,N,1
386845,-11315,Commercial associate,1,N,Y,0
367161,-8395,State servant,0,N,N,0
574770,-10585,Commercial associate,2,N,Y,0
817465,-9490,Commercial associate,1,N,Y,1
233637,-4745,Working,1,N,Y,1
137919,365243,Pensioner,3,N,N,1
432083,-12045,Working,0,N,N,1
478709,-11315,Working,0,Y,Y,0
661003,-7300,Commercial associate,0,Y,N,0
797539,-11315,Commercial associate,1,N,Y,0
134074,365243,Pensioner,1,N,N,1
212355,-13140,State servant,0,N,Y,1
337911,-2190,Working,2,N,Y,1
508959,-2190,State servant,0,N,Y,0
50051,365243,Pensioner,0,Y,Y,1
294841,-3650,Commercial associate,0,Y,N,0
984446,-4015,Commercial associate,0,N,Y,0
374380,-9125,Commercial associate,2,N,Y,0
548492,-9125,Commercial associate,0,N,N,0
191724,-14235,Working,3,N,Y,1
940456,-6570,Commercial associate,0,N,Y,0
99635,365243,Pensioner,3,N,N,1
32799,0,Student,1,Y,N,1
460513,-1460,Working,0,N,N,1
182504,-2190,Working,2,N,N,1
406734,-13140,Working,1,Y,N,1
221403,-1825,Working,1,N,Y,1
76942,0,Student,2,N,Y,1
184834,-13140,Working,0,Y,N,1
449780,-13505,Working,0,Y,N,1
783058,-10585,Commercial associate,1,N,N,0
151150,365243,Pensioner,1,Y,Y,1
1159,0,Student,3,N,N,1
410385,-365,Working,2,Y,Y,1
51827,0,Student,1,N,N,1
242412,-730,Working,0,N,Y,1
130480,-4745,Working,0,N,Y,1
174525,-13140,Working,1,Y,Y,1
314514,-13140,Working,1,N,Y,1
458400,-12045,Working,1,N,Y,0
416925,-8030,Working,1,Y,N,1
297816,-10585,State servant,0,N,N,1
204021,0,State servant,0,N,Y,1
407455,-7665,Working,0,Y,Y,0
145900,-7665,Working,0,N,Y,1
90626,365243,Pensioner,0,N,Y,1
161628,-14235,State servant,2,N,Y,1
330842,-7300,Working,0,Y,Y,1
215407,-2920,Working,0,N,N,1
316886,-2190,Working,1,N,N,1
222027,365243,Pensioner,3,Y,N,1
156555,365243,Pensioner,0,N,Y,1
373896,-14235,Working,1,N,Y,1
315692,-7300,Working,1,Y,Y,0
253947,-4745,Working,1,Y,Y,1
736201,-2555,Commercial associate,1,N,N,0
958175,-5475,Commercial associate,1,N,N,1
359229,-5475,State servant,0,N,Y,0
64656,365243,Pensioner,0,N,Y,1
354799,-12775,Working,1,N,Y,0
449948,0,Working,0,N,Y,1
565651,0,State servant,2,N,Y,1
396649,-4745,Working,2,N,Y,1
19329,0,Student,2,Y,N,1
221140,365243,Pensioner,0,Y,Y,1
716857,-4015,Commercial associate,0,N,Y,0
690424,-6935,Commercial associate,0,Y,Y,0
710252,-3650,Commercial associate,1,N,N,0
269167,365243,Pensioner,0,N,N,1
314241,-5475,Working,1,Y,N,0
465121,-730,Commercial associate,2,N,Y,0
870392,-13870,Commercial associate,0,N,Y,0
188093,365243,Pensioner,2,N,N,1
140058,-2555,Working,2,N,N,1
965064,-10585,Commercial associate,0,N,Y,0
376941,-5475,State servant,1,N,Y,0
285189,365243,Pensioner,0,N,Y,1
651436,-365,Commercial associate,0,N,N,1
424379,-8760,Working,1,Y,Y,0
201628,365243,Pensioner,3,N,Y,1
398784,-4015,Working,1,N,Y,1
272296,-4380,Working,1,N,Y,1
136314,365243,Pensioner,0,N,N,1
442898,0,Working,1,N,Y,1
323524,-11315,Working,1,N,Y,1
188918,-12045,Working,3,N,N,1
459282,-9855,Working,0,N,N,1
166723,-6935,Working,0,N,N,1
234496,365243,Pensioner,1,N,Y,1
372621,-3650,State servant,2,N,Y,0
220883,-2190,Working,1,N,N,1
235362,-7300,Working,0,N,N,1
285128,-9855,Working,2,Y,Y,1
293545,-6205,Working,0,N,N,1
294262,-2555,Working,1,Y,Y,1
558274,-10220,State servant,0,N,N,0
963416,-8760,Commercial associate,0,Y,N,0
240683,365243,Pensioner,0,N,N,1
551671,-11680,Commercial associate,2,Y,Y,0
271100,-8395,Working,0,Y,Y,1
276438,-14235,Working,0,Y,Y,1
479245,-6935,Working,2,Y,N,0
262958,-11680,Working,1,N,N,1
265781,-13140,Commercial associate,0,Y,Y,0
193573,365243,Pensioner,0,N,Y,1
242077,365243,Pensioner,2,N,N,1
252322,365243,Pensioner,1,N,Y,1
35983,0,Student,3,Y,Y,1
244875,-12775,Working,0,N,N,1
236478,365243,Pensioner,2,N,Y,1
647246,-6570,Commercial associate,0,N,N,0
260080,365243,Pensioner,0,N,N,1
464315,-12045,Working,1,N,Y,0
429190,-7665,State servant,0,N,Y,0
296088,365243,Pensioner,0,N,Y,1
167095,365243,Pensioner,0,N,N,1
410121,-12045,Commercial associate,0,N,N,0
153229,365243,Pensioner,0,Y,Y,1
60848,0,Student,1,N,Y,1
288615,365243,Pensioner,2,N,N,1
232508,-10950,Working,0,N,Y,1
326345,-10585,Working,1,Y,N,1
92850,365243,Pensioner,2,N,N,1
296582,-11680,Working,2,N,Y,1
464860,-730,Working,1,N,Y,1
582378,-1825,Commercial associate,2,N,Y,0
526817,-1095,State servant,0,N,Y,1
150054,-8395,Working,1,Y,N,1
909192,-11680,Commercial associate,2,N,Y,0
211030,-3285,Working,1,Y,Y,1
119198,-8760,Working,0,N,Y,1
118243,-12775,Working,0,N,Y,1
279077,-9125,Working,0,N,Y,1
479103,-2190,Commercial associate,0,N,Y,0
486582,-4380,Working,0,N,Y,0
617669,-3650,Commercial associate,1,N,N,0
498620,-10220,Working,2,Y,Y,0
328357,-3650,Commercial associate,1,N,Y,0
368482,-13870,Commercial associate,2,N,Y,0
137777,365243,Pensioner,0,N,N,1
352409,-4745,Working,2,N,N,1
264319,365243,Pensioner,1,Y,Y,1
416964,-1825,Working,1,N,Y,1
779502,-4745,Commercial associate,0,N,Y,0
304381,-2555,Commercial associate,1,N,Y,1
339939,-6570,Working,1,N,Y,1
295110,-2190,Working,2,Y,Y,1
385123,-11315,Commercial associate,0,Y,N,0
433776,-365,Working,0,Y,N,1
841406,-7300,Commercial associate,0,Y,Y,0
584050,-10585,State servant,1,N,N,1
625027,-13870,Commercial associate,0,Y,Y,0
384324,-730,State servant,1,Y,N,1
246092,365243,Pensioner,1,N,N,1
215475,-2920,Working,3,N,Y,1
221359,-10220,Working,1,N,Y,1
254658,365243,Pensioner,0,N,Y,1
429567,-1460,State servant,2,N,N,1
30477,0,Student,0,N,Y,1
317267,-5475,Working,0,N,Y,0
280225,-12045,Commercial associate,1,Y,N,1
442020,-6935,Working,1,N,N,1
145909,-9855,Working,1,N,Y,1
333336,-8395,Working,0,N,N,0
386881,-10950,Working,0,N,Y,0
583792,-7300,State servant,2,N,N,1
931573,-1095,Commercial associate,2,N,Y,1
232957,365243,Pensioner,1,N,N,1
293120,-1460,Commercial associate,1,Y,N,1
300065,-5475,Working,3,N,Y,1
282403,-1095,Working,0,Y,N,1
382224,-12775,Working,0,Y,N,0
204486,-13505,Commercial associate,0,N,Y,1
381172,-11680,Commercial associate,2,N,Y,0
391288,-8395,Working,0,Y,N,1
172131,-4745,Working,3,Y,Y,1
122593,0,Working,0,N,Y,1
329701,-13505,Working,1,N,Y,1
541910,-12775,Commercial associate,0,Y,N,0
308366,-1825,Working,0,N,Y,1
885359,-10585,Commercial associate,0,Y,N,0
478865,-730,Working,0,N,N,1
359610,-1825,State servant,1,Y,Y,0
330804,-11680,Working,1,N,Y,0
65628,365243,Pensioner,0,N,Y,1
451554,-11680,Working,0,N,N,0
124718,-9125,Working,0,N,Y,1
801108,-5110,Commercial associate,0,N,N,0
334501,-6205,Working,1,N,Y,1
101425,365243,Pensioner,0,N,N,1
664962,-13505,Commercial associate,1,N,Y,0
412570,-9855,Working,3,N,Y,1
211151,-12045,Working,0,N,Y,1
139177,-14235,Working,3,N,Y,1
411111,-8760,Working,0,N,N,1
261190,365243,Pensioner,1,N,N,1
275535,-13140,Commercial associate,0,N,N,1
984609,-1825,Commercial associate,1,N,Y,0
320408,-365,Working,0,Y,Y,1
287522,-2920,Working,1,N,N,1
363431,-10950,Working,0,N,Y,0
420437,-6570,Working,1,N,Y,1
151046,-3650,State servant,0,Y,N,0
435787,-3650,Commercial associate,1,N,Y,0
452362,-2920,Working,2,N,Y,1
493603,-9855,Commercial associate,0,Y,N,0
474635,-2920,Working,0,Y,Y,0
155871,-2190,Working,1,N,Y,1
915475,-9855,Commercial associate,1,N,N,0
126049,-5475,Working,2,N,Y,1
147481,365243,Pensioner,1,N,Y,1
95099,365243,Pensioner,1,Y,N,1
158763,365243,Pensioner,1,N,Y,1
301015,-13140,State servant,0,N,N,0
170408,-9855,Working,1,N,N,1
458121,-8760,Working,2,N,Y,1
145200,-3285,Working,0,N,N,1
258337,-6570,Working,0,Y,N,1
963129,-10585,Commercial associate,2,Y,Y,0
495063,-2555,Working,1,N,N,1
22966,0,Student,0,N,Y,1
438374,-3285,Working,0,N,Y,1
298308,365243,Pensioner,0,N,N,1
545445,-1095,Commercial associate,0,N,N,1
270667,365243,Pensioner,1,Y,Y,1
149647,-1095,Working,2,Y,Y,1
496145,-1825,Commercial associate,0,Y,Y,0
422166,-6205,State servant,0,Y,N,0
219645,0,Working,0,N,Y,1
299502,365243,Pensioner,0,N,Y,1
344776,-5840,Commercial associate,1,N,N,1
286849,-3285,Commercial associate,0,N,Y,1
558223,-13870,State servant,1,N,Y,0
991376,-730,Commercial associate,0,N,Y,1
437079,-6205,Commercial associate,1,N,Y,0
538551,-11680,Commercial associate,2,N,N,0
384501,-2555,Working,0,N,Y,1
222231,-2555,Commercial associate,0,N,Y,1
200697,-10585,State servant,0,N,Y,1
431694,-6935,Working,1,N,Y,0
283501,-2555,Working,0,N,N,1
342225,-10950,Working,2,N,Y,0
84407,365243,Pensioner,0,N,N,1
241902,-8395,Working,0,N,N,1
328845,-730,Working,3,N,Y,1
431061,-5840,Working,0,N,Y,0
273117,365243,Pensioner,1,N,Y,1
143086,-9125,Working,0,N,N,1
425987,-2190,Working,0,N,Y,1
968454,-8760,Commercial associate,0,N,Y,0
115330,-5840,Working,2,N,Y,1
122799,365243,Pensioner,0,N,N,1
291635,-10220,Working,1,N,Y,1
248157,-4015,Working,3,Y,Y,1
409009,-5475,Working,1,N,N,1
324864,-9490,Working,0,Y,Y,0
395301,-8030,State servant,0,Y,Y,0
510300,-12775,State servant,1,Y,Y,0
326530,-10950,Commercial associate,2,N,N,0
106125,-4380,Working,0,N,Y,1
138634,-3285,Working,0,N,Y,1
605096,-10950,Commercial associate,0,Y,N,0
85469,0,Student,2,N,Y,1
367779,-13505,Working,3,N,Y,1
106005,365243,Pensioner,1,N,Y,1
197561,-2555,Working,0,Y,Y,1
370970,-10220,Working,0,N,Y,0
246468,-13870,Working,1,N,Y,1
165121,-10950,Working,2,Y,Y,0
18961,0,Student,1,N,Y,1
154913,365243,Pensioner,0,Y,N,1
194200,-10950,Working,2,N,Y,1
183299,0,Working,1,Y,Y,1
284348,-13140,Working,0,N,Y,1
399615,-4015,Working,0,Y,Y,0
417032,-6935,Working,1,N,N,1
243842,-11315,Working,0,Y,Y,0
170509,-13870,Working,0,Y,Y,0
101745,-9125,Working,1,N,Y,1
126524,365243,Pensioner,1,Y,N,1
498128,-365,State servant,0,N,N,1
385381,-8030,Working,2,Y,Y,0
102853,-5840,Working,2,N,N,1
677781,-2190,Commercial associate,0,N,Y,1
216189,-11315,Working,1,N,N,1
80384,365243,Pensioner,0,N,Y,1
227390,-7665,Working,0,N,N,1
329052,0,Working,1,N,N,1
498565,-13870,Working,0,N,Y,1
158497,365243,Pensioner,0,Y,Y,1
355270,-8395,Working,2,N,N,1
152769,365243,Pensioner,0,Y,Y,1
209832,365243,Pensioner,1,N,Y,1
211265,-4745,State servant,1,N,N,1
193090,365243,Pensioner,0,N,Y,1
260975,365243,Pensioner,2,N,Y,1
261282,-12045,Commercial associate,0,Y,Y,0
449899,-365,Working,2,N,Y,1
211466,-7300,Working,0,N,Y,1
187284,365243,Pensioner,0,Y,Y,1
753119,-10950,Commercial associate,2,N,Y,0
17178,0,Student,1,N,Y,1
801076,-10585,Commercial associate,0,N,Y,0
421593,-12410,State servant,0,N,N,0
364656,-8030,Working,0,N,N,1
152067,365243,Pensioner,1,N,N,1
249385,-8030,Working,2,N,Y,1
203722,-3285,Working,0,Y,Y,1
221232,-7300,Working,2,N,Y,1
80365,365243,Pensioner,0,N,N,1
432273,-13140,Commercial associate,0,N,Y,0
333420,-8030,Working,1,N,N,1
961177,-3650,Commercial associate,2,N,N,0
66767,365243,Pensioner,1,N,N,1
942126,-8030,Commercial associate,2,N,Y,0
148995,365243,Pensioner,1,N,N,1
375337,-2920,Working,0,N,N,1
844052,0,Commercial associate,0,N,N,0
158686,365243,Pensioner,3,N,Y,1
125634,-7300,Working,1,Y,N,1
212446,-8030,Working,0,N,N,1
307127,-1825,Commercial associate,1,Y,Y,0
253489,365243,Pensioner,2,Y,N,1
30192,0,Student,0,N,Y,1
237545,365243,Pensioner,1,N,N,1
476772,-14235,Commercial associate,3,N,Y,0
292862,-9855,Commercial associate,0,N,N,1
212885,-2190,Working,1,Y,Y,1
213174,-10950,Working,1,N,N,1
155149,-14235,State servant,2,N,Y,0
180366,365243,Pensioner,1,Y,Y,1
279933,-14235,Working,2,N,N,1
299460,-12045,Working,1,N,Y,1
370244,-11315,Working,2,Y,Y,0
355855,-2920,Working,1,N,N,1
136392,-12410,Working,0,Y,N,1
195446,-13870,Working,2,Y,Y,0
257172,-9125,Commercial associate,1,Y,Y,1
340563,-1095,State servant,1,N,Y,0
453277,-7300,Working,2,Y,N,1
222420,365243,Pensioner,0,N,N,1
200330,0,Working,1,N,Y,1
673457,-3285,Commercial associate,0,Y,N,0
133275,365243,Pensioner,0,N,Y,1
171622,-10585,Working,2,N,Y,1
473985,-5475,Working,0,Y,Y,0
311168,-9125,Working,0,Y,N,1
371966,-6205,Commercial associate,0,N,Y,0
192145,365243,Pensioner,0,N,Y,1
440681,-10950,Commercial associate,2,N,Y,0
138131,-10585,Working,3,Y,N,1
557036,-14235,State servant,2,N,Y,0
339248,-13505,Working,0,Y,Y,0
500816,-13140,State servant,1,N,N,1
587232,-6205,State servant,0,N,Y,0
569322,0,Commercial associate,1,Y,N,1
154476,-8395,Working,1,N,N,1
965604,-13870,Commercial associate,0,Y,N,0
473134,-1825,Working,0,N,N,1
251822,-12775,Working,1,Y,N,1
477795,-10585,State servant,1,Y,N,0
164875,-4745,Working,2,N,Y,1
223086,-9855,State servant,0,Y,N,1
95635,365243,Pensioner,1,N,Y,1
249029,-3650,Working,0,Y,Y,0
46266,0,Student,0,Y,N,1
313598,-8760,Working,0,N,Y,0
340377,-13870,Working,0,N,N,1
151372,-1095,Working,0,N,Y,1
155595,-11680,Working,1,Y,Y,1
597774,-1825,Commercial associate,2,N,Y,0
231692,-1095,Working,1,N,N,1
555698,-10950,Commercial associate,0,N,N,0
433801,-10585,Working,1,N,N,1
437660,-13870,Working,0,N,N,1
953020,-8760,Commercial associate,1,N,Y,0
196696,-13140,Working,2,N,Y,1
875581,-7665,Commercial associate,0,N,Y,0
573413,0,Commercial associate,2,N,N,1
238655,-13505,Working,3,Y,Y,1
20077,0,Student,2,Y,Y,1
52598,365243,Pensioner,0,N,Y,1
151656,-1825,Working,1,N,N,1
323675,-5475,Commercial associate,1,N,N,0
840416,-8030,Commercial associate,0,Y,Y,0
288218,-8760,Working,1,N,Y,1
237991,365243,Pensioner,0,N,Y,1
343244,-9855,Working,0,Y,N,0
146626,365243,Pensioner,2,N,Y,1
332645,-12775,Commercial associate,0,N,Y,0
222082,-12775,Working,1,Y,N,1
253864,365243,Pensioner,2,N,Y,1
282627,365243,Pensioner,0,Y,N,1
161516,-14235,Working,2,N,Y,1
